question_num,topics
634,coefficient of variation|linear combinations of independent discrete r.v.’s
635,exponential distribution|expected value; moments|variance; standard deviation
636,exponential distribution|clt approximations for sums/linear combinations
637,clt approximations for sums/linear combinations|expected value; moments|variance; standard deviation
638,conditional distributions (discrete)|variance/sd of marginal/conditional (discrete)|joint pmf; joint cdf (discrete)
639,poisson distribution|independent events
640,conditional probability|binomial distribution|independent events
641,conditional probability|independent events
642,exponential distribution|variance; standard deviation
643,poisson distribution|cdf
644,conditional probability|counting: combinations|hypergeometric distribution
645,conditional probability|binomial distribution
646,independent events
647,conditional probability|cdf|pmf; pdf
648,cdf|expected value; moments|pmf; pdf
649,cdf|mode; median; percentiles|pmf; pdf
650,expected value; moments|joint pmf; joint cdf (discrete)
651,marginal distributions (discrete)|expected value; moments
652,marginal distributions (discrete)|joint pmf; joint cdf (discrete)|variance; standard deviation
653,sample space and events|independent events|addition rule; multiplication rule
654,order statistics (joint distribution)|(continuous) uniform distribution|expected value; moments
655,poisson distribution|variance; standard deviation
656,joint pmf; joint cdf (discrete)|pmf; pdf
657,sample space and events|addition rule; multiplication rule
658,conditional probability|mutually exclusive events|addition rule; multiplication rule
659,negative binomial distribution
660,exponential distribution
661,conditional probability|pmf; pdf
662,independent events|linear combinations of independent discrete r.v.’s|pmf; pdf
663,conditional probability|normal distribution
664,exponential distribution|binomial distribution
665,poisson distribution
666,normal distribution|cdf
667,normal distribution|expected value; moments|mode; median; percentiles
668,(continuous) uniform distribution|expected value; moments|mode; median; percentiles
669,normal distribution|independent events
670,normal distribution|mode; median; percentiles
671,linear combinations of independent normal r.v.’s|expected value; moments|variance; standard deviation
672,exponential distribution|expected value; moments|variance; standard deviation
673,covariance
674,poisson distribution|cdf
675,poisson distribution|expected value; moments
676,poisson distribution|linear combinations of independent discrete r.v.’s
677,cdf|mode; median; percentiles|pmf; pdf
678,(continuous) uniform distribution|expected value; moments|variance; standard deviation
679,normal distribution|insurance payments: deductible
680,cdf|mode; median; percentiles|pmf; pdf
681,linear combinations of independent discrete r.v.’s|variance; standard deviation
682,conditional probability|binomial distribution
683,conditional probability|addition rule; multiplication rule
684,insurance payments: deductible|(continuous) uniform distribution|e/var/sd of loss and payment r.v.
685,conditional probability|independent events
686,e/var/sd of loss and payment r.v.|expected value; moments
687,poisson distribution|clt approximations for sums/linear combinations
688,counting: combinations|hypergeometric distribution
689,conditional probability|expected value; moments
690,counting: combinations|joint pmf; joint cdf (discrete)
691,addition rule; multiplication rule
692,clt approximations for sums/linear combinations|expected value; moments|variance; standard deviation
693,exponential distribution|conditional probability
694,hypergeometric distribution|counting: combinations
695,poisson distribution|conditional probability|expected value; moments
696,normal distribution|independent events|mode; median; percentiles
697,exponential distribution|independent events|addition rule; multiplication rule
698,poisson distribution|linear combinations of independent discrete r.v.’s
699,bayes theorem|poisson distribution|conditional probability
700,poisson distribution
701,sample space and events|mutually exclusive events|addition rule; multiplication rule
702,covariance|joint pmf; joint cdf (discrete)
703,geometric distribution|negative binomial distribution
704,binomial distribution|independent events
705,cdf|pmf; pdf
706,exponential distribution|cdf|mode; median; percentiles
707,(continuous) uniform distribution|insurance payments: deductible|e/var/sd of loss and payment r.v.
708,cdf|mode; median; percentiles|pmf; pdf
709,random variables (discrete vs continuous)|pmf; pdf
710,(continuous) uniform distribution|mode; median; percentiles
711,exponential distribution|conditional probability
712,exponential distribution
713,mode; median; percentiles|pmf; pdf
714,cdf|mode; median; percentiles|pmf; pdf
715,pmf; pdf|mode; median; percentiles
716,conditional probability|law of total probability|expected value; moments
717,conditional distributions (discrete)|variance/sd of marginal/conditional (discrete)|joint pmf; joint cdf (discrete)
718,poisson distribution|mode; median; percentiles
719,poisson distribution|expected value; moments|variance; standard deviation
720,normal distribution|mode; median; percentiles
721,linear combinations of independent normal r.v.’s|normal distribution
722,poisson distribution|e/var/sd of loss and payment r.v.|variance; standard deviation
723,law of total probability|conditional probability
724,normal distribution|linear combinations of independent normal r.v.’s
725,poisson distribution
726,conditional distributions (discrete)|variance/sd of marginal/conditional (discrete)|joint pmf; joint cdf (discrete)
727,exponential distribution|insurance payments: deductible|expected value; moments
728,poisson distribution|linear combinations of independent discrete r.v.’s
729,conditional probability|pmf; pdf
730,exponential distribution|mode; median; percentiles
731,normal distribution|mode; median; percentiles|variance; standard deviation
732,exponential distribution|clt approximations for sums/linear combinations
733,conditional probability|addition rule; multiplication rule
734,exponential distribution|mode; median; percentiles|variance; standard deviation
735,loss r.v. vs payment r.v. (limited loss)|expected value; moments|joint pmf; joint cdf (discrete)
736,poisson distribution|expected value; moments
